6035
1 0  2.75  0.05 0 0 0 2000
1 0  2.775  0.05 0 0 0 2000
1 0  2.8  0.05 0 0 0 2000
1 0  2.825  0.05 0 0 0 2000
1 0  2.85  0.05 0 0 0 2000
1 0  2.875  0.05 0 0 0 2000
1 0  2.9  0.05 0 0 0 2000
1 0  2.925  0.05 0 0 0 2000
1 0  2.95  0.05 0 0 0 2000
1 0  2.975  0.05 0 0 0 2000
1 0.025  0  0.05 0 0 0 2000
1 0.025  0.025  0.05 0 0 0 2000
1 0.025  0.05  0.05 0 0 0 2000
1 0.025  0.075  0.05 0 0 0 2000
1 0.025  0.1  0.05 0 0 0 2000
1 0.025  0.125  0.05 0 0 0 2000
1 0.025  0.15  0.05 0 0 0 2000
1 0.025  0.175  0.05 0 0 0 2000
1 0.025  0.2  0.05 0 0 0 2000
1 0.025  0.225  0.05 0 0 0 2000
1 0.025  0.25  0.05 0 0 0 2000
1 0.025  0.275  0.05 0 0 0 2000
1 0.025  0.3  0.05 0 0 0 2000
1 0.025  0.325  0.05 0 0 0 2000
1 0.025  0.35  0.05 0 0 0 2000
1 0.025  0.375  0.05 0 0 0 2000
1 0.025  0.4  0.05 0 0 0 2000
1 0.025  0.425  0.05 0 0 0 2000
1 0.025  0.45  0.05 0 0 0 2000
1 0.025  0.475  0.05 0 0 0 2000
1 0.025  0.5  0.05 0 0 0 2000
1 0.025  0.525  0.05 0 0 0 2000
1 0.025  0.55  0.05 0 0 0 2000
1 0.025  0.575  0.05 0 0 0 2000
1 0.025  0.6  0.05 0 0 0 2000
1 0.025  0.625  0.05 0 0 0 2000
1 0.025  0.65  0.05 0 0 0 2000
1 0.025  0.675  0.05 0 0 0 2000
1 0.025  0.7  0.05 0 0 0 2000
1 0.025  0.725  0.05 0 0 0 2000
1 0.025  0.75  0.05 0 0 0 2000
1 0.025  0.775  0.05 0 0 0 2000
1 0.025  0.8  0.05 0 0 0 2000
1 0.025  0.825  0.05 0 0 0 2000
1 0.025  0.85  0.05 0 0 0 2000
1 0.025  0.875  0.05 0 0 0 2000
1 0.025  0.9  0.05 0 0 0 2000
1 0.025  0.925  0.05 0 0 0 2000
1 0.025  0.95  0.05 0 0 0 2000
1 0.025  0.975  0.05 0 0 0 2000
1 0.025  1  0.05 0 0 0 2000
1 0.025  1.025  0.05 0 0 0 2000
1 0.025  1.05  0.05 0 0 0 2000
1 0.025  1.075  0.05 0 0 0 2000
1 0.025  1.1  0.05 0 0 0 2000
1 0.025  1.125  0.05 0 0 0 2000
1 0.025  1.15  0.05 0 0 0 2000
1 0.025  1.175  0.05 0 0 0 2000
1 0.025  1.2  0.05 0 0 0 2000
1 0.025  1.225  0.05 0 0 0 2000
1 0.025  1.25  0.05 0 0 0 2000
1 0.025  1.275  0.05 0 0 0 2000
1 0.025  1.3  0.05 0 0 0 2000
1 0.025  1.325  0.05 0 0 0 2000
1 0.025  1.35  0.05 0 0 0 2000
1 0.025  1.375  0.05 0 0 0 2000
1 0.025  1.4  0.05 0 0 0 2000
1 0.025  1.425  0.05 0 0 0 2000
1 0.025  1.45  0.05 0 0 0 2000
1 0.025  1.475  0.05 0 0 0 2000
1 0.025  1.5  0.05 0 0 0 2000
1 0.025  1.525  0.05 0 0 0 2000
1 0.025  1.55  0.05 0 0 0 2000
1 0.025  1.575  0.05 0 0 0 2000
1 0.025  1.6  0.05 0 0 0 2000
1 0.025  1.625  0.05 0 0 0 2000
1 0.025  1.65  0.05 0 0 0 2000
1 0.025  1.675  0.05 0 0 0 2000
1 0.025  1.7  0.05 0 0 0 2000
1 0.025  1.725  0.05 0 0 0 2000
1 0.025  1.75  0.05 0 0 0 2000
1 0.025  1.775  0.05 0 0 0 2000
1 0.025  1.8  0.05 0 0 0 2000
1 0.025  1.825  0.05 0 0 0 2000
1 0.025  1.85  0.05 0 0 0 2000
1 0.025  1.875  0.05 0 0 0 2000
1 0.025  1.9  0.05 0 0 0 2000
1 0.025  1.925  0.05 0 0 0 2000
1 0.025  1.95  0.05 0 0 0 2000
1 0.025  1.975  0.05 0 0 0 2000
1 0.025  2  0.05 0 0 0 2000
1 0.025  2.025  0.05 0 0 0 2000
1 0.025  2.05  0.05 0 0 0 2000
1 0.025  2.075  0.05 0 0 0 2000
1 0.025  2.1  0.05 0 0 0 2000
1 0.025  2.125  0.05 0 0 0 2000
1 0.025  2.15  0.05 0 0 0 2000
1 0.025  2.175  0.05 0 0 0 2000
1 0.025  2.2  0.05 0 0 0 2000
1 0.025  2.225  0.05 0 0 0 2000
1 0.025  2.25  0.05 0 0 0 2000
1 0.025  2.275  0.05 0 0 0 2000
1 0.025  2.3  0.05 0 0 0 2000
1 0.025  2.325  0.05 0 0 0 2000
1 0.025  2.35  0.05 0 0 0 2000
1 0.025  2.375  0.05 0 0 0 2000
1 0.025  2.4  0.05 0 0 0 2000
1 0.025  2.425  0.05 0 0 0 2000
1 0.025  2.45  0.05 0 0 0 2000
1 0.025  2.475  0.05 0 0 0 2000
1 0.025  2.5  0.05 0 0 0 2000
1 0.025  2.525  0.05 0 0 0 2000
1 0.025  2.55  0.05 0 0 0 2000
1 0.025  2.575  0.05 0 0 0 2000
1 0.025  2.6  0.05 0 0 0 2000
1 0.025  2.625  0.05 0 0 0 2000
1 0.025  2.65  0.05 0 0 0 2000
1 0.025  2.675  0.05 0 0 0 2000
1 0.025  2.7  0.05 0 0 0 2000
1 0.025  2.725  0.05 0 0 0 2000
1 0.025  2.75  0.05 0 0 0 2000
1 0.025  2.775  0.05 0 0 0 2000
1 0.025  2.8  0.05 0 0 0 2000
1 0.025  2.825  0.05 0 0 0 2000
1 0.025  2.85  0.05 0 0 0 2000
1 0.025  2.875  0.05 0 0 0 2000
1 0.025  2.9  0.05 0 0 0 2000
1 0.025  2.925  0.05 0 0 0 2000
1 0.025  2.95  0.05 0 0 0 2000
1 0.025  2.975  0.05 0 0 0 2000
1 0.05  0  0.05 0 0 0 2000
1 0.05  0.025  0.05 0 0 0 2000
1 0.05  0.05  0.05 0 0 0 2000
1 0.05  0.075  0.05 0 0 0 2000
1 0.05  0.1  0.05 0 0 0 2000
1 0.05  0.125  0.05 0 0 0 2000
1 0.05  0.15  0.05 0 0 0 2000
1 0.05  0.175  0.05 0 0 0 2000
1 0.05  0.2  0.05 0 0 0 2000
1 0.05  0.225  0.05 0 0 0 2000
1 0.05  0.25  0.05 0 0 0 2000
1 0.05  0.275  0.05 0 0 0 2000
1 0.05  0.3  0.05 0 0 0 2000
1 0.05  0.325  0.05 0 0 0 2000
1 0.05  0.35  0.05 0 0 0 2000
1 0.05  0.375  0.05 0 0 0 2000
1 0.05  0.4  0.05 0 0 0 2000
1 0.05  0.425  0.05 0 0 0 2000
1 0.05  0.45  0.05 0 0 0 2000
1 0.05  0.475  0.05 0 0 0 2000
1 0.05  0.5  0.05 0 0 0 2000
1 0.05  0.525  0.05 0 0 0 2000
1 0.05  0.55  0.05 0 0 0 2000
1 0.05  0.575  0.05 0 0 0 2000
1 0.05  0.6  0.05 0 0 0 2000
1 0.05  0.625  0.05 0 0 0 2000
1 0.05  0.65  0.05 0 0 0 2000
1 0.05  0.675  0.05 0 0 0 2000
1 0.05  0.7  0.05 0 0 0 2000
1 0.05  0.725  0.05 0 0 0 2000
1 0.05  0.75  0.05 0 0 0 2000
1 0.05  0.775  0.05 0 0 0 2000
1 0.05  0.8  0.05 0 0 0 2000
1 0.05  0.825  0.05 0 0 0 2000
1 0.05  0.85  0.05 0 0 0 2000
1 0.05  0.875  0.05 0 0 0 2000
1 0.05  0.9  0.05 0 0 0 2000
1 0.05  0.925  0.05 0 0 0 2000
1 0.05  0.95  0.05 0 0 0 2000
1 0.05  0.975  0.05 0 0 0 2000
1 0.05  1  0.05 0 0 0 2000
1 0.05  1.025  0.05 0 0 0 2000
1 0.05  1.05  0.05 0 0 0 2000
1 0.05  1.075  0.05 0 0 0 2000
1 0.05  1.1  0.05 0 0 0 2000
1 0.05  1.125  0.05 0 0 0 2000
1 0.05  1.15  0.05 0 0 0 2000
1 0.05  1.175  0.05 0 0 0 2000
1 0.05  1.2  0.05 0 0 0 2000
1 0.05  1.225  0.05 0 0 0 2000
1 0.05  1.25  0.05 0 0 0 2000
1 0.05  1.275  0.05 0 0 0 2000
1 0.05  1.3  0.05 0 0 0 2000
1 0.05  1.325  0.05 0 0 0 2000
1 0.05  1.35  0.05 0 0 0 2000
1 0.05  1.375  0.05 0 0 0 2000
1 0.05  1.4  0.05 0 0 0 2000
1 0.05  1.425  0.05 0 0 0 2000
1 0.05  1.45  0.05 0 0 0 2000
1 0.05  1.475  0.05 0 0 0 2000
1 0.05  1.5  0.05 0 0 0 2000
1 0.05  1.525  0.05 0 0 0 2000
1 0.05  1.55  0.05 0 0 0 2000
1 0.05  1.575  0.05 0 0 0 2000
1 0.05  1.6  0.05 0 0 0 2000
1 0.05  1.625  0.05 0 0 0 2000
1 0.05  1.65  0.05 0 0 0 2000
1 0.05  1.675  0.05 0 0 0 2000
1 0.05  1.7  0.05 0 0 0 2000
1 0.05  1.725  0.05 0 0 0 2000
1 0.05  1.75  0.05 0 0 0 2000
1 0.05  1.775  0.05 0 0 0 2000
1 0.05  1.8  0.05 0 0 0 2000
1 0.05  1.825  0.05 0 0 0 2000
1 0.05  1.85  0.05 0 0 0 2000
1 0.05  1.875  0.05 0 0 0 2000
1 0.05  1.9  0.05 0 0 0 2000
1 0.05  1.925  0.05 0 0 0 2000
1 0.05  1.95  0.05 0 0 0 2000
1 0.05  1.975  0.05 0 0 0 2000
1 0.05  2  0.05 0 0 0 2000
1 0.05  2.025  0.05 0 0 0 2000
1 0.05  2.05  0.05 0 0 0 2000
1 0.05  2.075  0.05 0 0 0 2000
1 0.05  2.1  0.05 0 0 0 2000
1 0.05  2.125  0.05 0 0 0 2000
1 0.05  2.15  0.05 0 0 0 2000
1 0.05  2.175  0.05 0 0 0 2000
1 0.05  2.2  0.05 0 0 0 2000
1 0.05  2.225  0.05 0 0 0 2000
1 0.05  2.25  0.05 0 0 0 2000
1 0.05  2.275  0.05 0 0 0 2000
1 0.05  2.3  0.05 0 0 0 2000
1 0.05  2.325  0.05 0 0 0 2000
1 0.05  2.35  0.05 0 0 0 2000
1 0.05  2.375  0.05 0 0 0 2000
1 0.05  2.4  0.05 0 0 0 2000
1 0.05  2.425  0.05 0 0 0 2000
1 0.05  2.45  0.05 0 0 0 2000
1 0.05  2.475  0.05 0 0 0 2000
1 0.05  2.5  0.05 0 0 0 2000
1 0.05  2.525  0.05 0 0 0 2000
1 0.05  2.55  0.05 0 0 0 2000
1 0.05  2.575  0.05 0 0 0 2000
1 0.05  2.6  0.05 0 0 0 2000
1 0.05  2.625  0.05 0 0 0 2000
1 0.05  2.65  0.05 0 0 0 2000
1 0.05  2.675  0.05 0 0 0 2000
1 0.05  2.7  0.05 0 0 0 2000
1 0.05  2.725  0.05 0 0 0 2000
1 0.05  2.75  0.05 0 0 0 2000
1 0.05  2.775  0.05 0 0 0 2000
1 0.05  2.8  0.05 0 0 0 2000
1 0.05  2.825  0.05 0 0 0 2000
1 0.05  2.85  0.05 0 0 0 2000
1 0.05  2.875  0.05 0 0 0 2000
1 0.05  2.9  0.05 0 0 0 2000
1 0.05  2.925  0.05 0 0 0 2000
1 0.05  2.95  0.05 0 0 0 2000
1 0.05  2.975  0.05 0 0 0 2000
1 0.075  0  0.05 0 0 0 2000
1 0.075  0.025  0.05 0 0 0 2000
1 0.075  0.05  0.05 0 0 0 2000
1 0.075  0.075  0.05 0 0 0 2000
1 0.075  0.1  0.05 0 0 0 2000
1 0.075  0.125  0.05 0 0 0 2000
1 0.075  0.15  0.05 0 0 0 2000
1 0.075  0.175  0.05 0 0 0 2000
1 0.075  0.2  0.05 0 0 0 2000
1 0.075  0.225  0.05 0 0 0 2000
1 0.075  0.25  0.05 0 0 0 2000
1 0.075  0.275  0.05 0 0 0 2000
1 0.075  0.3  0.05 0 0 0 2000
1 0.075  0.325  0.05 0 0 0 2000
1 0.075  0.35  0.05 0 0 0 2000
1 0.075  0.375  0.05 0 0 0 2000
1 0.075  0.4  0.05 0 0 0 2000
1 0.075  0.425  0.05 0 0 0 2000
1 0.075  0.45  0.05 0 0 0 2000
1 0.075  0.475  0.05 0 0 0 2000
1 0.075  0.5  0.05 0 0 0 2000
1 0.075  0.525  0.05 0 0 0 2000
1 0.075  0.55  0.05 0 0 0 2000
1 0.075  0.575  0.05 0 0 0 2000
1 0.075  0.6  0.05 0 0 0 2000
1 0.075  0.625  0.05 0 0 0 2000
1 0.075  0.65  0.05 0 0 0 2000
1 0.075  0.675  0.05 0 0 0 2000
1 0.075  0.7  0.05 0 0 0 2000
1 0.075  0.725  0.05 0 0 0 2000
1 0.075  0.75  0.05 0 0 0 2000
1 0.075  0.775  0.05 0 0 0 2000
1 0.075  0.8  0.05 0 0 0 2000
1 0.075  0.825  0.05 0 0 0 2000
1 0.075  0.85  0.05 0 0 0 2000
1 0.075  0.875  0.05 0 0 0 2000
1 0.075  0.9  0.05 0 0 0 2000
1 0.075  0.925  0.05 0 0 0 2000
1 0.075  0.95  0.05 0 0 0 2000
1 0.075  0.975  0.05 0 0 0 2000
1 0.075  1  0.05 0 0 0 2000
1 0.075  1.025  0.05 0 0 0 2000
1 0.075  1.05  0.05 0 0 0 2000
1 0.075  1.075  0.05 0 0 0 2000
1 0.075  1.1  0.05 0 0 0 2000
1 0.075  1.125  0.05 0 0 0 2000
1 0.075  1.15  0.05 0 0 0 2000
1 0.075  1.175  0.05 0 0 0 2000
1 0.075  1.2  0.05 0 0 0 2000
1 0.075  1.225  0.05 0 0 0 2000
1 0.075  1.25  0.05 0 0 0 2000
1 0.075  1.275  0.05 0 0 0 2000
1 0.075  1.3  0.05 0 0 0 2000
1 0.075  1.325  0.05 0 0 0 2000
1 0.075  1.35  0.05 0 0 0 2000
1 0.075  1.375  0.05 0 0 0 2000
1 0.075  1.4  0.05 0 0 0 2000
1 0.075  1.425  0.05 0 0 0 2000
1 0.075  1.45  0.05 0 0 0 2000
1 0.075  1.475  0.05 0 0 0 2000
1 0.075  1.5  0.05 0 0 0 2000
1 0.075  1.525  0.05 0 0 0 2000
1 0.075  1.55  0.05 0 0 0 2000
1 0.075  1.575  0.05 0 0 0 2000
1 0.075  1.6  0.05 0 0 0 2000
1 0.075  1.625  0.05 0 0 0 2000
1 0.075  1.65  0.05 0 0 0 2000
1 0.075  1.675  0.05 0 0 0 2000
1 0.075  1.7  0.05 0 0 0 2000
1 0.075  1.725  0.05 0 0 0 2000
1 0.075  1.75  0.05 0 0 0 2000
1 0.075  1.775  0.05 0 0 0 2000
1 0.075  1.8  0.05 0 0 0 2000
1 0.075  1.825  0.05 0 0 0 2000
1 0.075  1.85  0.05 0 0 0 2000
1 0.075  1.875  0.05 0 0 0 2000
1 0.075  1.9  0.05 0 0 0 2000
1 0.075  1.925  0.05 0 0 0 2000
1 0.075  1.95  0.05 0 0 0 2000
1 0.075  1.975  0.05 0 0 0 2000
1 0.075  2  0.05 0 0 0 2000
1 0.075  2.025  0.05 0 0 0 2000
1 0.075  2.05  0.05 0 0 0 2000
1 0.075  2.075  0.05 0 0 0 2000
1 0.075  2.1  0.05 0 0 0 2000
1 0.075  2.125  0.05 0 0 0 2000
1 0.075  2.15  0.05 0 0 0 2000
1 0.075  2.175  0.05 0 0 0 2000
1 0.075  2.2  0.05 0 0 0 2000
1 0.075  2.225  0.05 0 0 0 2000
1 0.075  2.25  0.05 0 0 0 2000
1 0.075  2.275  0.05 0 0 0 2000
1 0.075  2.3  0.05 0 0 0 2000
1 0.075  2.325  0.05 0 0 0 2000
1 0.075  2.35  0.05 0 0 0 2000
1 0.075  2.375  0.05 0 0 0 2000
1 0.075  2.4  0.05 0 0 0 2000
1 0.075  2.425  0.05 0 0 0 2000
1 0.075  2.45  0.05 0 0 0 2000
1 0.075  2.475  0.05 0 0 0 2000
1 0.075  2.5  0.05 0 0 0 2000
1 0.075  2.525  0.05 0 0 0 2000
1 0.075  2.55  0.05 0 0 0 2000
1 0.075  2.575  0.05 0 0 0 2000
1 0.075  2.6  0.05 0 0 0 2000
1 0.075  2.625  0.05 0 0 0 2000
1 0.075  2.65  0.05 0 0 0 2000
1 0.075  2.675  0.05 0 0 0 2000
1 0.075  2.7  0.05 0 0 0 2000
1 0.075  2.725  0.05 0 0 0 2000
1 0.075  2.75  0.05 0 0 0 2000
1 0.075  2.775  0.05 0 0 0 2000
1 0.075  2.8  0.05 0 0 0 2000
1 0.075  2.825  0.05 0 0 0 2000
1 0.075  2.85  0.05 0 0 0 2000
1 0.075  2.875  0.05 0 0 0 2000
1 0.075  2.9  0.05 0 0 0 2000
1 0.075  2.925  0.05 0 0 0 2000
1 0.075  2.95  0.05 0 0 0 2000
1 0.075  2.975  0.05 0 0 0 2000
1 0.1  0  0.05 0 0 0 2000
1 0.1  0.025  0.05 0 0 0 2000
1 0.1  0.05  0.05 0 0 0 2000
1 0.1  0.075  0.05 0 0 0 2000
1 0.1  0.1  0.05 0 0 0 2000
1 0.1  0.125  0.05 0 0 0 2000
1 0.1  0.15  0.05 0 0 0 2000
1 0.1  0.175  0.05 0 0 0 2000
1 0.1  0.2  0.05 0 0 0 2000
1 0.1  0.225  0.05 0 0 0 2000
1 0.1  0.25  0.05 0 0 0 2000
1 0.1  0.275  0.05 0 0 0 2000
1 0.1  0.3  0.05 0 0 0 2000
1 0.1  0.325  0.05 0 0 0 2000
1 0.1  0.35  0.05 0 0 0 2000
1 0.1  0.375  0.05 0 0 0 2000
1 0.1  0.4  0.05 0 0 0 2000
1 0.1  0.425  0.05 0 0 0 2000
1 0.1  0.45  0.05 0 0 0 2000
1 0.1  0.475  0.05 0 0 0 2000
1 0.1  0.5  0.05 0 0 0 2000
1 0.1  0.525  0.05 0 0 0 2000
1 0.1  0.55  0.05 0 0 0 2000
1 0.1  0.575  0.05 0 0 0 2000
1 0.1  0.6  0.05 0 0 0 2000
1 0.1  0.625  0.05 0 0 0 2000
1 0.1  0.65  0.05 0 0 0 2000
1 0.1  0.675  0.05 0 0 0 2000
1 0.1  0.7  0.05 0 0 0 2000
1 0.1  0.725  0.05 0 0 0 2000
1 0.1  0.75  0.05 0 0 0 2000
1 0.1  0.775  0.05 0 0 0 2000
1 0.1  0.8  0.05 0 0 0 2000
1 0.1  0.825  0.05 0 0 0 2000
1 0.1  0.85  0.05 0 0 0 2000
1 0.1  0.875  0.05 0 0 0 2000
1 0.1  0.9  0.05 0 0 0 2000
1 0.1  0.925  0.05 0 0 0 2000
1 0.1  0.95  0.05 0 0 0 2000
1 0.1  0.975  0.05 0 0 0 2000
1 0.1  1  0.05 0 0 0 2000
1 0.1  1.025  0.05 0 0 0 2000
1 0.1  1.05  0.05 0 0 0 2000
1 0.1  1.075  0.05 0 0 0 2000
1 0.1  1.1  0.05 0 0 0 2000
1 0.1  1.125  0.05 0 0 0 2000
1 0.1  1.15  0.05 0 0 0 2000
1 0.1  1.175  0.05 0 0 0 2000
1 0.1  1.2  0.05 0 0 0 2000
1 0.1  1.225  0.05 0 0 0 2000
1 0.1  1.25  0.05 0 0 0 2000
1 0.1  1.275  0.05 0 0 0 2000
1 0.1  1.3  0.05 0 0 0 2000
1 0.1  1.325  0.05 0 0 0 2000
1 0.1  1.35  0.05 0 0 0 2000
1 0.1  1.375  0.05 0 0 0 2000
1 0.1  1.4  0.05 0 0 0 2000
1 0.1  1.425  0.05 0 0 0 2000
1 0.1  1.45  0.05 0 0 0 2000
1 0.1  1.475  0.05 0 0 0 2000
1 0.1  1.5  0.05 0 0 0 2000
1 0.1  1.525  0.05 0 0 0 2000
1 0.1  1.55  0.05 0 0 0 2000
1 0.1  1.575  0.05 0 0 0 2000
1 0.1  1.6  0.05 0 0 0 2000
1 0.1  1.625  0.05 0 0 0 2000
1 0.1  1.65  0.05 0 0 0 2000
1 0.1  1.675  0.05 0 0 0 2000
1 0.1  1.7  0.05 0 0 0 2000
1 0.1  1.725  0.05 0 0 0 2000
1 0.1  1.75  0.05 0 0 0 2000
1 0.1  1.775  0.05 0 0 0 2000
1 0.1  1.8  0.05 0 0 0 2000
1 0.1  1.825  0.05 0 0 0 2000
1 0.1  1.85  0.05 0 0 0 2000
1 0.1  1.875  0.05 0 0 0 2000
1 0.1  1.9  0.05 0 0 0 2000
1 0.1  1.925  0.05 0 0 0 2000
1 0.1  1.95  0.05 0 0 0 2000
1 0.1  1.975  0.05 0 0 0 2000
1 0.1  2  0.05 0 0 0 2000
1 0.1  2.025  0.05 0 0 0 2000
1 0.1  2.05  0.05 0 0 0 2000
1 0.1  2.075  0.05 0 0 0 2000
1 0.1  2.1  0.05 0 0 0 2000
1 0.1  2.125  0.05 0 0 0 2000
1 0.1  2.15  0.05 0 0 0 2000
1 0.1  2.175  0.05 0 0 0 2000
1 0.1  2.2  0.05 0 0 0 2000
1 0.1  2.225  0.05 0 0 0 2000
1 0.1  2.25  0.05 0 0 0 2000
1 0.1  2.275  0.05 0 0 0 2000
1 0.1  2.3  0.05 0 0 0 2000
1 0.1  2.325  0.05 0 0 0 2000
1 0.1  2.35  0.05 0 0 0 2000
1 0.1  2.375  0.05 0 0 0 2000
1 0.1  2.4  0.05 0 0 0 2000
1 0.1  2.425  0.05 0 0 0 2000
1 0.1  2.45  0.05 0 0 0 2000
1 0.1  2.475  0.05 0 0 0 2000
1 0.1  2.5  0.05 0 0 0 2000
1 0.1  2.525  0.05 0 0 0 2000
1 0.1  2.55  0.05 0 0 0 2000
1 0.1  2.575  0.05 0 0 0 2000
1 0.1  2.6  0.05 0 0 0 2000
1 0.1  2.625  0.05 0 0 0 2000
1 0.1  2.65  0.05 0 0 0 2000
1 0.1  2.675  0.05 0 0 0 2000
1 0.1  2.7  0.05 0 0 0 2000
1 0.1  2.725  0.05 0 0 0 2000
1 0.1  2.75  0.05 0 0 0 2000
1 0.1  2.775  0.05 0 0 0 2000
1 0.1  2.8  0.05 0 0 0 2000
1 0.1  2.825  0.05 0 0 0 2000
1 0.1  2.85  0.05 0 0 0 2000
1 0.1  2.875  0.05 0 0 0 2000
1 0.1  2.9  0.05 0 0 0 2000
1 0.1  2.925  0.05 0 0 0 2000
1 0.1  2.95  0.05 0 0 0 2000
1 0.1  2.975  0.05 0 0 0 2000
1 0.125  0  0.05 0 0 0 2000
1 0.125  0.025  0.05 0 0 0 2000
1 0.125  0.05  0.05 0 0 0 2000
1 0.125  0.075  0.05 0 0 0 2000
1 0.125  0.1  0.05 0 0 0 2000
1 0.125  0.125  0.05 0 0 0 2000
1 0.125  0.15  0.05 0 0 0 2000
1 0.125  0.175  0.05 0 0 0 2000
1 0.125  0.2  0.05 0 0 0 2000
1 0.125  0.225  0.05 0 0 0 2000
1 0.125  0.25  0.05 0 0 0 2000
1 0.125  0.275  0.05 0 0 0 2000
1 0.125  0.3  0.05 0 0 0 2000
1 0.125  0.325  0.05 0 0 0 2000
1 0.125  0.35  0.05 0 0 0 2000
1 0.125  0.375  0.05 0 0 0 2000
1 0.125  0.4  0.05 0 0 0 2000
1 0.125  0.425  0.05 0 0 0 2000
1 0.125  0.45  0.05 0 0 0 2000
1 0.125  0.475  0.05 0 0 0 2000
